Name,photo,boro,hours,amenities,reviews,long,lat,address,rating,type,zip,summary,num_ratings
Taylor-Soundview Block Assoc. Garden,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,564 Soundview Avenue,0,Neighborhood Park,10473,,0
TRUCE Garden,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,143 St Nicholas Avenue,4.1,Neighborhood Park,10026,,11
Harvard Playground,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,90-73 179 Place,3.6,Neighborhood Park,11432,,11
La Finca del Sur Community Garden,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,East 138 Street,4.7,Neighborhood Park,10451,,10
Graniteville Swamp Park,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,Forest Avenue,4.8,Neighborhood Park,10303,,6
Merriam Playground,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,Ogden Avenue,4,Neighborhood Park,10452,,80
"51 ASTOR PLACE, New York, NY 10003",https://apops.mas.org/wp-content/uploads/2018/11/pops-51-astor-place.jpg,Manhattan,24,"Artwork: sculptureBicycle Parking: 2 bike parking spacesLightingLitter Receptacles: 3 trash receptaclesPlanting: 256.4 sfPlaque/Sign: 3 entry plaques, 1 information plaqueSeating: 157.3 linear feet including granite seatwall with back and benches with wooden slats with backsTrees within Space: 7",,-73.990168,40.730068,51 Astor Place,,POPS,10003,,
Henry A Whalen Park,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,293 East 205 Street,3.9,Neighborhood Park,10467,,193
Moffat Garden,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,9 Moffat Street,5,Neighborhood Park,11207,,2
"909 THIRD AVENUE, New York, NY 10022",https://apops.mas.org/wp-content/uploads/2012/10/2009909-Third-Ave.-e1350878951904.jpg,Manhattan,24,No required amenities,,-73.967903,40.758299,909 Third Avenue,,POPS,10022,Functionally extra sidewalk this plaza is located in front of the opaque façade of the United States Post Offices Franklin D Roosevelt station on the eastern blockfront of Third Avenue between East 54th and 55th Streets A painted aluminum sculpture entitled Red Flying Group 19731987 by Ann Gillen creates the only moment of interest A Ushaped arcade extends around the building on Third Avenue and the side streets,
Liberty/Keith Williams Park,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,173 Street,4.2,Neighborhood Park,11433,,261
"77 WATER STREET, New York, NY 10005",https://apops.mas.org/wp-content/uploads/2012/10/77-Water-Street.jpg,Manhattan,24,No required amenities,,-74.008198,40.704226,77 Water Street,2.5,POPS,10005,This is one of four buildings developed by the Kaufman organization that provide public spaces recognizable for their whimsical artwork and voluntarily furnished functional amenities For this building Melvyn Kaufman described his goals as wanting to make the building disappear    The scale of any large office building is impossible for a human being to relate to Our plaza is inviting exciting warm and friendly It makes people forget theyre at an office buildingHere it is the arcade that makes the largest splash featuring an aquatic theme that may be inspired by the Water Street address and aspiring to something different and grander than any other asofright arcade in the city To begin with it is more like a covered plaza than a narrow corridor more designed for stationary rather than circulation usage A moat filled with a shallow layer of water cleaves much of the space Footbridges cross from the southeast side of Water Street between Old Slip and Gouverneur Lane and from the plaza abutting Gouverneur Lane In past years a sculpture entitled Herringlike Fishes Swimming Upstream 1985 by a sculptor named Pamela Waters presented tiny angled metal blackeyed fishes presumably herringlike and swimming upstream in the moat The fish appear to have completed their journey and were not present at a recent site visit An old candy store façade and soda pop machine add to the amusementThe arcade space next to Old Slip features more art In front is Rejected Skin 1969 by William Tarr Two rectangular blocks of crushed metal made from aluminum panels rejected for use in the construction of 77 Water Street as well as from the red body of an ambulance lie atop each other on a white pedestal above which hangs another metal cube suspended in air by a single thread At back is George Adamys Month of June five plexiglass disks in throat lozenge shades of pink orange and yellow standing upright on horizontal white circular pads Users seated here appear as travelers in HG Wells The Time MachineThe rectangular plaza along Gouverneur Lane called Bennett Park is very usable with plenty of seating trees and still more artwork Helix 1969 by Rudolph de Harak whose work appears at another Kaufmandeveloped public space at 200 Water Street took 120 oneinchthick stainless steel strips and twisted them together in an upward spiral presumably in a helix rotation A water sculpture Cityscape Fountains 1969 by Victor Scallo showcases metal boxes and fountains in the only uncovered part of the moatPlazas and arcades produced under the asofright provisions of the 1961 Zoning Resolution are not required to provide anything more than a surface plane but Kaufmanconstructed spaces typically rise above the letter of the law Other Kaufmandeveloped asofright spaces and their higher aspirations are on view at the previously mentioned 200 Water Street and at 747 Third Avenue Another Kaufman public space an urban plaza at 767 Third Avenue gamely satisfies the higher design standards governing urban plazas The letter of the law approach for asofright plazas and arcades is visible throughout the city From here it is conveniently on display across Gouverneur Lane at 95 Wall Street,
Laurence Tower,https://apops.mas.org/wp-content/uploads/2012/10/200-E.-33rd-St..jpg,Manhattan,24,No required amenities,,-73.97848,40.744616,200 East 33 Street,,POPS,10016,This is another plaza that clamps around the three street sides of its full blockfront building on the east side of Third Avenue between East 32nd and 33 rd Streets Crosshatched with black handrails the blocklong staircase of 10 steps cascades down from the Third Avenue sidewalk into a bare rectangular strip in front of belowgrade storefronts Surfaces that could be used for seating along the avenue have rows of black metal spiked rails The empty spaces on East 32nd and 33rd Streets balance each other out the southern space is elevated the northern space is sunken ,
Breukelen Ballfields,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,925 Williams Avenue,4.2,Neighborhood Park,11207,,133
New Yorker East,https://apops.mas.org/wp-content/uploads/2012/10/2009410-E.-58th-St.-7-e1350882914388.jpg,Manhattan,24,No required amenities,,-73.961984,40.75847,410 East 58 Street,,POPS,10022,Although the tiny plaza space located in front of the building on the south side of East 58th Street between Sutton Place South and First Avenue is easy to overlook it has the virtue of existing as public space According to available legal documents additional plaza space takes the form of a narrow finger connecting the public sidewalk on East 57th Street northward to the back of the New Yorker East However that space is currently occupied by a singlestory permanent private entrance structure called a greenhouse The City and owner have entered into preliminary discussions about the legal basis for this greenhouse Members of the public should consult the New York City Privately Owned Public Space Database described more fully in Chapter 4 for updated information about this situation ,
Channel Club,https://apops.mas.org/wp-content/uploads/2012/10/455-East-86th-9-8-14-12.jpg,Manhattan,24,"Bicycle Parking: Primary Space: 4 spacesDrinking Fountain: Primary Space: 1LightingLitter Receptacles: 4 cubic feetPlanting: 238 sf required, 357 sf providedPlaque/SignSeating: Primary Space: 52.9 linear feet including 5.29 lf with backs required, 54.0 lf provided; Usable Residual Space: 9.66 linear feet including 0.96 lf with backs required, 11 lf providedTrees on Street: 17Trees within Space: Primary Space: 3; Usable Residual Space: 1",,-73.947163,40.776333,455 East 86 Street,3,POPS,10028,At the northwest corner of York Avenue and East 86th Street with entrances off both streets is this small functional residential plaza Elevated several steps above the sidewalk this brick platform absorbs plenty of sunlight owing to its privileged location at a northwest street corner Numerous wooden benches attached to brick planter walls are wisely oriented in a variety of directions and users lean back in happy surrender to the sky A design improvement would remove the metal dividers that are always meant to prevent sleeping on the benches They accomplish that purpose but they also regiment users into individual seats too tight for larger persons Small trees and scrub vegetation fill the planters and help to block out street activityLike the residential plaza at Sterling Plaza for example this plaza separates the residents pathway to the lobby entrance from the rest of the public space by situating it on the western edge and interposing planters Nonetheless an opening in the planter row close to the front door allows residents to walk through the space to the street or vice versa if they like thereby fostering interaction between insiders and outsiders more observation by residents and better stewardship by managementOne private preference is clear A sign prohibits ball playing bicycle riding skateboarding and rollerblading activities hard to imagine in a space less than 2000 square feet in size with little open area Even if it is hard to imagine the occurrence of such activities here the sign raises an interesting question Who determines the rules for conduct in public spaces Is it strictly up to the owner to set them according to its own preferences as a property owner or does the Zoning Resolutions definition of a residential plaza as an open area for public use carry with it some notion of public rights as well Under either view reasonable rules and reasonable conduct are the touchstones,
McCarren Park,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,776 Lorimer Street,4.4,Neighborhood Park,11222,,1167
Garden Of Love,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,304 West 116 Street,0,Neighborhood Park,10026,,0
