the_geom,uid_merged,uid,idold,idagency,facname,addressnum,streetname,address,city,boro,borocode,zipcode,latitude,longitude,xcoord,ycoord,bin,bbl,commboard,council,censtract,nta,the_geom_webmercator,facgroup,facsubgrp,factype,capacity,util,captype,utilrate,area,areatype,proptype,optype,opname,opabbrev,overlevel,overagency,overabbrev,agencyjuris,datasource,dataname,dataurl,datadate,pgtable,facdomain
0101000020E6100000378B170B437852C0E9D1544FE6514440,,104414,,,Canarsie Park,,,Seaview Avenue,Brooklyn,Brooklyn,3,11239,40.639841,-73.879092,1017805.642,172410.6989,,3083291005,318,42,105804,BK93,0101000020110F0000659BB5B96D5F5FC1A7AEE0A320EB5241,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E6100000505260014C7B52C0A62897C62F6A4440,,143423,,,New Yankee Stadium,1,East  161 Street,1 East  161 Street,Bronx,Bronx,2,10452,40.829583,-73.926514,1004586.612,241525.3756,2114490,2024930001,204,16,6300,BX63,0101000020110F0000F327417995645FC1736C496659065341,Parks and Plazas,Recreation and Waterfront Sites,Stadium,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E6100000FCC74274087B52C039F06AB933634440,,83230,,NYCDPR: Q066H,Chappetto Square,24,Drive,24 Drive,Astoria,Queens,4,11102,40.775016,-73.922391,1005745.227,221645.5157,,4008740052,401,22,9500,QN72,0101000020110F0000496828BB22645FC1317FF53F83FE5241,Parks and Plazas,Recreation and Waterfront Sites,Recreation Field/Courts,,,,,NYCDPR: 0.669,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS;NYCDPR,NYCDCAS: City Owned and Leased Properties;NYCDPR: Parks Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDCAS: 2017-06-01;NYCDPR: 2017-12-21,dcas_facilities_colp;dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E6100000FA97A432C57C52C03D61890794614440,,114695,,,Southpoint,40,River Road,40 River Road,New York,Manhattan,1,10044,40.76233,-73.949536,998229.651,217018.0114,,1013730001,108,5,23801,MN31,0101000020110F00000166482C16675FC11FA92A16B1FC5241,Parks and Plazas,Parks,City-State Park,,,,,RIOC: 12.110,RIOC: Acres,City Owned,Public,Roosevelt Island Operating Corporation,RIOC,RIOC: State,Roosevelt Island Operating Corporation,RIOC,NYCDEP;NYCDOE;NYCFDNY,NYCDCAS;RIOC,NYCDCAS: City Owned and Leased Properties;RIOC: Selected Facilities and Program Sites Database,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;RIOC: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,NYCDCAS: 2017-06-01;RIOC: 2015-03-01,dcas_facilities_colp;rioc_facilities_sfpsd,"Parks, Gardens, and Historical Sites"
0101000020E6100000F9F36DC1527952C0780C8FFD2C624440,,196062,,,Park Strip,73,Street,73 Street,East Elmhurst,Queens,4,11370,40.766998,-73.895676,1013148,218732,,4010050046,401,22,31700,QN72,0101000020110F000053968B413B615FC14E589C9B5CFD5241,Parks and Plazas,"Streetscapes, Plazas, and Malls",Mall/Triangle/Highway Strip/Park Strip,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E61000004DA3C9C5188C52C092CCEA1D6E474440,,165708,,,R-120 Arden Heights Woods Pk,,,Euclid Avenue,Staten Island,Staten Island,5,10312,40.558048,-74.189012,931729,142645,,5057530001,503,51,17007,SI48,0101000020110F0000547173C21E815FC190800FB26ADF5241,Parks and Plazas,Preserves and Conservation Areas,Natural Area/Wetland/Wildlife Refuge,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E610000068925852EE7952C01E8D43FD2E6C4440,78919,163563,,NYCDPR: X148E,Peace Park,,,Topping Avenue,Bronx,Bronx,2,10457,40.845184,-73.905171,1010486.861,247215.0134,,2027990007,205,15,22901,BX41,0101000020110F0000C3652C8043625FC101C9A14597085341,Parks and Plazas,Recreation and Waterfront Sites,Playground,,,,,NYCDPR: 0.138,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS;NYCDPR,NYCDCAS: City Owned and Leased Properties;NYCDPR: Parks Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDCAS: 2017-06-01;NYCDPR: 2017-12-21,dcas_facilities_colp;dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E61000003D433866D98A52C07A56D28A6F444440,22218,22153,,,Part Of Lot Blue Heron Pond Pk,,,Holdridge Avenue,Staten Island,Staten Island,5,10312,40.534654,-74.169519,937129,134111,,5063780046;5063820045,503,51,17600,SI01,0101000020110F000056FA9845007F5FC1926AC7E911DC5241,Parks and Plazas,Preserves and Conservation Areas,Natural Area/Wetland/Wildlife Refuge,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E610000034F3E49A027952C0AC36FFAF3A564440,61706,61710,,NYCDPR: B458,East End Community Garden,532,Glenmore Avenue,532 Glenmore Avenue,Brooklyn,Brooklyn,3,11207,40.673666,-73.890784,1014545.48,184729.8574,,3039930018,305,37,115200,BK82,0101000020110F0000989FBF1CB3605FC16D94D47EF9EF5241,Parks and Plazas,Gardens,Garden,,,,,NYCDPR: 0.171,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS;NYCDPR,NYCDCAS: City Owned and Leased Properties;NYCDPR: Parks Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDCAS: 2017-06-01;NYCDPR: 2017-12-21,dcas_facilities_colp;dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E61000001118EB1B988C52C053B29C84D2474440,,134271,,,Owl Hollow Park,,,Arthur Kill Road,Staten Island,Staten Island,5,10312,40.561112,-74.196784,929572,143766,,5059650100,503,51,22800,SI05,0101000020110F000054FEA70DF7815FC1484B08EFDADF5241,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E6100000B76114048F8952C082531F48DE474440,115488;115490;115491;115492;115493;115494;115495;115496;115497;115498;165048;168791;168794;181588;24820;24875,115487,,,Islington Pond Park,,,Barlow Avenue,Staten Island,Staten Island,5,10308,40.561471,-74.149354,942751,143871,,5045810001;5045810003;5045810035;5045810040;5045810043;5045810045;5045810050;5045810051;5045810053;5045820001;5045840001;5045850001;5045930030;5045940001;5045950001;5046010006;5046010059,503,51,14605,SI54,0101000020110F00007D931D15CF7C5FC14771AD15E8DF5241,Parks and Plazas,Preserves and Conservation Areas,Natural Area/Wetland/Wildlife Refuge,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E6100000BDAB1E300F7752C0C58CF0F6206E4440,,99287,,,Chris Columbus HS & Athl Field,925,Astor Avenue,925 Astor Avenue,Bronx,Bronx,2,10469,40.860381,-73.860302,1022892.491,252768.3897,2050179,2043580001,211,13,32400,BX07,0101000020110F00009FB157CD625D5FC14495D969C60A5341,Parks and Plazas,Recreation and Waterfront Sites,Playing Field,,,,,,,City Owned,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E610000021956247E37B52C0C1A8A44E40574440,,5333,,,J.H.S 35 & Playground,272,Mac Donough Street,272 Mac Donough Street,Brooklyn,Brooklyn,3,11233,40.68165,-73.935747,1002070.89,187626.3221,3047054,3016740011,303,36,27300,BK35,0101000020110F00009607476D96655FC1F85B0E7A1EF15241,Parks and Plazas,Recreation and Waterfront Sites,Playground/Sports Area,,,,,,,City Owned,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E61000004DA25EF0698652C0D4601A868F524440,,123259,,,Sailor's Snug Harbor Pk-Addtn,,,Richmond Terrace,Staten Island,Staten Island,5,10301,40.645005,-74.100216,956439,174285,,5000680070,501,49,9700,SI22,0101000020110F0000FEC6049477775FC18D91DD09DEEB5241,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E610000067D65240DA8152C0CFA10C5531514440,,75702,,,PS 102 & Playground,211,72 Street,211 72 Street,Brooklyn,Brooklyn,3,11209,40.634318,-74.028946,976215.9958,170376.9825,3146491,3058900001,310,43,6800,BK31,0101000020110F000089D5A624B86F5FC17E894E1756EA5241,Parks and Plazas,Recreation and Waterfront Sites,Playground,,,,,,,City Owned,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E6100000F7C77BD5CA7852C0EFC7ED974F544440,,101741,,,Jhs 166/Linden Houses Plgd,2022,Linden Boulevard,2022 Linden Boulevard,Brooklyn,Brooklyn,3,11207,40.658679,-73.88738,1015496.775,179270.9907,3327440,3043490001,305,42,110400,BK82,0101000020110F0000B629216154605FC14D6054A0D3ED5241,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E6100000C5AA4198DB7E52C052499D80265E4440,3285,42171,,NYCDPR: M226,Augustus St. Gaudens Playground,328,2 Avenue,328 2 Avenue,New York,Manhattan,1,10003,40.73555,-73.982153,989195.9636,207257.8049,1085011,1009250001,106,2,6400,MN21,0101000020110F00000F4E62E6A16A5FC1225A3A50D9F85241,Parks and Plazas,Recreation and Waterfront Sites,Jointly Operated Playground,,,,,NYCDPR: 0.551,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDOE;NYCDPR,NYCDCAS;NYCDPR,NYCDCAS: City Owned and Leased Properties;NYCDPR: Parks Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDCAS: 2017-06-01;NYCDPR: 2017-12-21,dcas_facilities_colp;dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E61000007171546EA28152C04F9143C4CD514440,,156984,,,Leif Ericson Drive Park,,,Ridge Boulevard,Brooklyn,Brooklyn,3,11220,40.639092,-74.025539,977162,172116,,3058250051,310,43,2200,BK32,0101000020110F00004ACCA853596F5FC121C0A72B05EB5241,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E610000066A4DE53397F52C04966F50EB75F4440,,177903,,NYCDCP: M050067,"1250 BROADWAY, New York, NY 10001",1250,BROADWAY,1250 Broadway,New York,Manhattan,1,10001,40.747774,-73.987874,987609.8979,211711.1158,,1008330011,105,4,7600,MN17,0101000020110F0000FBFE581D416B5FC1DA3A41519AFA5241,Parks and Plazas,Privately Owned Public Space,Privately Owned Public Space,,,,,,,,Non-public,Not Available,Non-public,"NYCDCP,NYCDOB: City",NYC Department of Buildings;NYC Department of City Planning,NYCDCP;NYCDOB,,NYCDCAS;NYCDCP,NYCDCAS: City Owned and Leased Properties;NYCDCP: Privately Owned Public Spaces,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01;NYCDCP: 2017-10-23,dcas_facilities_colp;dcp_pops,"Parks, Gardens, and Historical Sites"
0101000020E61000002B6C06B8207B52C0A2D11DC4CE504440,,80044,,,PS 251/Jop And Playground,1037,East   54 Street,1037 East   54 Street,Brooklyn,Brooklyn,3,11234,40.63131,-73.923872,1005380.593,169288.9004,3214729,3077580001,318,46,72200,BK58,0101000020110F0000A0E676F24B645FC1ACBD90C8E7E95241,Parks and Plazas,Recreation and Waterfront Sites,Playground/Sports Area,,,,,,,City Owned,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E61000009BE5B2D1397B52C0A7B1BD16F46A4440,104829,104826,,NYCDPR: X328,Las Casitas Community Garden,,,Woodycrest Avenue,Bronx,Bronx,2,10452,40.835574,-73.925404,1004891.896,243708.1986,,2025090044,204,16,19900,BX26,0101000020110F0000082E1E9576645FC1413030C235075341,Parks and Plazas,Gardens,Garden,,,,,NYCDPR: 0.193,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS;NYCDPR,NYCDCAS: City Owned and Leased Properties;NYCDPR: Parks Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDCAS: 2017-06-01;NYCDPR: 2017-12-21,dcas_facilities_colp;dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E6100000799109F8357F52C09163EB19C24D4440,,6002,,,Bealin Square Seth Low Plgd,,,Bay Parkway,Brooklyn,Brooklyn,3,11204,40.607486,-73.987669,987674,160600,,3062530085,311,44,43000,BK29,0101000020110F0000F2FED5683B6B5FC1A013A54C7EE65241,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E6100000C3802557B17252C0BDE47FF277574440,182378,167347,,NYCDPR: Q486,B.C.C.A. Mini-park and Garden,115,Drive,115 Drive,Jamaica,Queens,4,11434,40.683348,-73.792074,1041918.187,188307.0849,,4121920012,412,28,27200,QN76,0101000020110F0000B06B8B06F8555FC10D478DCA5CF15241,Parks and Plazas,Gardens,Garden,,,,,NYCDPR: 0.096,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS;NYCDPR,NYCDCAS: City Owned and Leased Properties;NYCDPR: Parks Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDCAS: 2017-06-01;NYCDPR: 2017-12-21,dcas_facilities_colp;dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E61000004CE141B3EB7E52C0D49CBCC804584440,,169320,,,Playground For PS 369,274,Schermerhorn Street,274 Schermerhorn Street,Brooklyn,Brooklyn,3,11217,40.687646,-73.983136,988927,189805,,3001720018,302,33,4100,BK38,0101000020110F0000383FB741BD6A5FC1D5358987FAF15241,Parks and Plazas,Recreation and Waterfront Sites,Playground,,,,,,,City Owned,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E6100000384A5E9D637252C0471D1D57235F4440,,144699,,,PS 177 & Playground,56-37,188 Street,56-37 188 Street,Fresh Meadows,Queens,4,11365,40.743266,-73.78733,1043180.927,210140.0106,4128231,4056740002,411,20,141700,QN48,0101000020110F000037852A0074555FC1CB5B0EB9F4F95241,Parks and Plazas,Recreation and Waterfront Sites,Playground,,,,,,,City Owned,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E61000003561FBC9187B52C0B61490F63F6C4440,83759,83740,,NYCDPR: X158,Sedgwick Playground,,,University Avenue,Bronx,Bronx,2,10453,40.845702,-73.923388,1005446.571,247398.5939,,2028770050,205,16,20501,BX36,0101000020110F0000715E3B7A3E645FC13C5A1F54AA085341,Parks and Plazas,Recreation and Waterfront Sites,Playground,,,,,NYCDPR: 1.032,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS;NYCDPR,NYCDCAS: City Owned and Leased Properties;NYCDPR: Parks Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDCAS: 2017-06-01;NYCDPR: 2017-12-21,dcas_facilities_colp;dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E6100000BC57AD4CF87952C00DFAD2DB9F6F4440,5698,195986,,NYCDPR: X175,Riverbend Playground,2700,Bailey Avenue,2700 Bailey Avenue,Bronx,Bronx,2,10463,40.872066,-73.90578,1010308.089,257008.9908,2096486,2032390041,207,14,26900,BX30,0101000020110F0000223FF67254625FC19943F36C740C5341,Parks and Plazas,Recreation and Waterfront Sites,Jointly Operated Playground,,,,,NYCDPR: 0.637,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDOE;NYCDPR,NYCDCAS;NYCDPR,NYCDCAS: City Owned and Leased Properties;NYCDPR: Parks Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDCAS: 2017-06-01;NYCDPR: 2017-12-21,dcas_facilities_colp;dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E610000023111AC1C67E52C022516859F7614440,,94621,,NYCDCP: M050011,"888 SEVENTH AVENUE, New York, NY 10106",888,SEVENTH AVENUE,888 Seventh Avenue,New York,Manhattan,1,10019,40.765361,-73.980881,989546.1347,218118.978,,1010280029,105,4,13700,MN17,0101000020110F0000E43E16807E6A5FC1467ADA7420FD5241,Parks and Plazas,Privately Owned Public Space,Privately Owned Public Space,,,,,,,,Non-public,Not Available,Non-public,"NYCDCP,NYCDOB: City",NYC Department of Buildings;NYC Department of City Planning,NYCDCP;NYCDOB,,NYCDCP,NYCDCP: Privately Owned Public Spaces,,NYCDCP: 2017-10-23,dcp_pops,"Parks, Gardens, and Historical Sites"
0101000020E610000024D06053E77852C0EE5F596952564440,61703,61708,,NYCDPR: B450,Clara's Garden,575,Glenmore Avenue,575 Glenmore Avenue,Brooklyn,Brooklyn,3,11207,40.67439,-73.889119,1015006.973,184994.2668,,3039790032,305,37,115200,BK82,0101000020110F0000B8288BC684605FC1E3D2DA0F14F05241,Parks and Plazas,Gardens,Garden,,,,,NYCDPR: 0.142,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS;NYCDPR,NYCDCAS: City Owned and Leased Properties;NYCDPR: Parks Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDCAS: 2017-06-01;NYCDPR: 2017-12-21,dcas_facilities_colp;dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E610000071E481C8227F52C06E3480B7405C4440,,73028,,NYCDPR: M396,Children's Magical Garden,,,Norfolk Street,New York,Manhattan,1,10002,40.720725,-73.986498,987992.6893,201856.4517,,1003540019,103,1,3001,MN27,0101000020110F00001CA61BD21A6B5FC1D734BFE1B8F65241,Parks and Plazas,Gardens,Garden,,,,,NYCDPR: 0.069,NYCDPR: Acres,,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,,NYCDPR,NYCDPR: Parks Properties,NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDPR: 2017-12-21,dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E610000014D1AFAD9F7E52C094A12AA6D2614440,,55404,,NYCDCP: M050012,Le Parker Meridien Hotel,118,WEST 57 STREET,118 West 57 Street,New York,Manhattan,1,10019,40.764241,-73.978496,990206.9012,217711.0782,,1010090019,105,4,13700,MN17,0101000020110F000073A247203C6A5FC11A41934DF7FC5241,Parks and Plazas,Privately Owned Public Space,Privately Owned Public Space,,,,,,,,Non-public,Not Available,Non-public,"NYCDCP,NYCDOB: City",NYC Department of Buildings;NYC Department of City Planning,NYCDCP;NYCDOB,,NYCDCP,NYCDCP: Privately Owned Public Spaces,,NYCDCP: 2017-10-23,dcp_pops,"Parks, Gardens, and Historical Sites"
0101000020E6100000787E5182FE7D52C0F8E0B54B1B4E4440,,77183,,,Col David Marcus Mem. Plgd,1582,Ocean Parkway,1582 Ocean Parkway,Brooklyn,Brooklyn,3,11230,40.610208,-73.968659,992952,161593,,3066120033,312,44,43800,BK46,0101000020110F00005D34175D2A695FC1322B4915E2E65241,Parks and Plazas,Recreation and Waterfront Sites,Playground/Sports Area,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E61000002A58E36C3A7D52C000ADF9F197624440,,156985,,NYCDCP: M080025,Fairmont,300,EAST 75 STREET,300 East 75 Street,New York,Manhattan,1,10021,40.770262,-73.956691,996246.0986,219906.9623,,1014490003,108,5,13400,MN31,0101000020110F00005B3BB44BDD675FC1D2CA308CD4FD5241,Parks and Plazas,Privately Owned Public Space,Privately Owned Public Space,,,,,,,,Non-public,Not Available,Non-public,"NYCDCP,NYCDOB: City",NYC Department of Buildings;NYC Department of City Planning,NYCDCP;NYCDOB,,NYCDCP,NYCDCP: Privately Owned Public Spaces,,NYCDCP: 2017-10-23,dcp_pops,"Parks, Gardens, and Historical Sites"
